user_id,age,gender,attention,block_number,trial_number,trial_type,conditions,p_inspection,inspection,fine_size,profitable_side,points_right,points_left,exchange_ratio,basic_payment,true_side,choice,trial_payoff,alternative_payoff,choice_correct,rt_choice,block_errors,final_errors,block_payoff,final_payoff,bonus,final_payment,date,time,error
569051eca3b94e000b6bed59,42,female,1,2,52,Clear_not_profit_side,low_enforcement,10,0,0,right,12,18,1000,1.45,left,left,0.0,10.0,1,0.16,14,28,411.0,782.0,0.782,2.2319999999999998,12-06-2020,14:35:36,0
569051eca3b94e000b6bed59,42,female,1,2,53,Clear_not_profit_side,low_enforcement,10,0,0,right,12,18,1000,1.45,left,left,0.0,10.0,1,0.16899999999999998,14,28,411.0,782.0,0.782,2.2319999999999998,12-06-2020,14:35:36,0
569051eca3b94e000b6bed59,42,female,1,2,54,Clear_not_profit_side,low_enforcement,10,1,99,right,12,18,1000,1.45,left,left,0.0,-89.0,1,0.191,14,28,411.0,782.0,0.782,2.2319999999999998,12-06-2020,14:35:36,0
569051eca3b94e000b6bed59,42,female,1,2,55,Clear_not_profit_side,low_enforcement,10,0,0,right,12,18,1000,1.45,left,left,0.0,10.0,1,0.159,14,28,411.0,782.0,0.782,2.2319999999999998,12-06-2020,14:35:36,0
569051eca3b94e000b6bed59,42,female,1,2,56,Ambigous_left,low_enforcement,10,0,0,right,14,16,1000,1.45,left,left,0.0,10.0,1,0.174,14,28,411.0,782.0,0.782,2.2319999999999998,12-06-2020,14:35:36,0
569051eca3b94e000b6bed59,42,female,1,2,58,Ambigous_left,low_enforcement,10,0,0,right,14,16,1000,1.45,left,left,0.0,10.0,1,0.226,14,28,411.0,782.0,0.782,2.2319999999999998,12-06-2020,14:35:36,0
569051eca3b94e000b6bed59,42,female,1,2,61,Clear_not_profit_side,low_enforcement,10,0,0,right,12,18,1000,1.45,left,left,0.0,10.0,1,0.14,14,28,411.0,782.0,0.782,2.2319999999999998,12-06-2020,14:35:36,0
569051eca3b94e000b6bed59,42,female,1,2,62,Ambigous_left,low_enforcement,10,1,99,right,14,16,1000,1.45,left,right,-89.0,-99.0,0,0.17300000000000001,14,28,411.0,782.0,0.782,2.2319999999999998,12-06-2020,14:35:36,1
569051eca3b94e000b6bed59,42,female,1,2,65,Clear_not_profit_side,low_enforcement,10,0,0,right,12,18,1000,1.45,left,left,0.0,10.0,1,0.154,14,28,411.0,782.0,0.782,2.2319999999999998,12-06-2020,14:35:36,0
569051eca3b94e000b6bed59,42,female,1,2,68,Clear_not_profit_side,low_enforcement,10,0,0,right,12,18,1000,1.45,left,left,0.0,10.0,1,0.135,14,28,411.0,782.0,0.782,2.2319999999999998,12-06-2020,14:35:36,0
569051eca3b94e000b6bed59,42,female,1,2,72,Clear_not_profit_side,low_enforcement,10,0,0,right,12,18,1000,1.45,left,left,0.0,10.0,1,0.155,14,28,411.0,782.0,0.782,2.2319999999999998,12-06-2020,14:35:36,0
569051eca3b94e000b6bed59,42,female,1,2,73,Clear_not_profit_side,low_enforcement,10,0,0,right,12,18,1000,1.45,left,left,0.0,10.0,1,0.21100000000000002,14,28,411.0,782.0,0.782,2.2319999999999998,12-06-2020,14:35:36,0
569051eca3b94e000b6bed59,42,female,1,2,74,Ambigous_left,low_enforcement,10,0,0,right,14,16,1000,1.45,left,left,0.0,10.0,1,0.154,14,28,411.0,782.0,0.782,2.2319999999999998,12-06-2020,14:35:36,0
569051eca3b94e000b6bed59,42,female,1,2,75,Clear_not_profit_side,low_enforcement,10,0,0,right,12,18,1000,1.45,left,right,10.0,0.0,0,0.11699999999999999,14,28,411.0,782.0,0.782,2.2319999999999998,12-06-2020,14:35:36,1
569051eca3b94e000b6bed59,42,female,1,2,76,Clear_not_profit_side,low_enforcement,10,0,0,right,12,18,1000,1.45,left,left,0.0,10.0,1,0.129,14,28,411.0,782.0,0.782,2.2319999999999998,12-06-2020,14:35:36,0
569051eca3b94e000b6bed59,42,female,1,2,77,Ambigous_left,low_enforcement,10,0,0,right,14,16,1000,1.45,left,left,0.0,10.0,1,0.141,14,28,411.0,782.0,0.782,2.2319999999999998,12-06-2020,14:35:36,0
569051eca3b94e000b6bed59,42,female,1,2,78,Ambigous_left,low_enforcement,10,0,0,right,14,16,1000,1.45,left,right,10.0,0.0,0,0.126,14,28,411.0,782.0,0.782,2.2319999999999998,12-06-2020,14:35:36,1
569051eca3b94e000b6bed59,42,female,1,2,79,Clear_not_profit_side,low_enforcement,10,0,0,right,12,18,1000,1.45,left,left,0.0,10.0,1,0.17600000000000002,14,28,411.0,782.0,0.782,2.2319999999999998,12-06-2020,14:35:36,0
